속도,고도,교류_컴프레서,교류_컴프레서_압력,교류_덕트_온도_드라이버,교류_고전압히터,교류_내부_온도_전선,교류_외부_온도,배터리_관리_시스템_배터리_냉각기_상태,배터리_관리_시스템_배터리_냉각수_입구_온도,배터리_관리_시스템_배터리_밸브_모드,배터리_관리_시스템_베터리_밸브_피드백,배터리_관리_시스템_배터리_밸브_요구_사항,배터리_관리_시스템_고전압_팩_전류,배터리_관리_시스템_고전압_팩_전압,배터리_관리_시스템_전동식워터펌프속도,배터리_관리_시스템_전력전자_밸브_피드백,배터리_관리_시스템_전력전자_밸브_요구_사항,배터리_관리_시스템_온도01,배터리_관리_시스템_온도02,배터리_관리_시스템_온도03,배터리_관리_시스템_온도04,배터리_관리_시스템_온도05,클러스터_주행거리,마이크로컨트롤_유닛_모터_속도,마이크로컨트롤_유닛_모터_토크_실제,차량제어기_브레이크_스위치
20.90907993,40.20000076,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,14.0,367.1,1260,0,0,33,33,33,33,33,13943,2073,27.3,0
21.35355951,40.20000076,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-11.4,368.0,1260,0,0,33,33,33,33,33,13943,2091,-28.6,1
21.35355951,40.20000076,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-11.4,368.1,1260,0,0,33,33,33,33,33,13943,1952,-29.0,1
18.00144049,42.0,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-8.8,368.2,1260,0,0,33,33,33,33,33,13943,1709,-36.9,0
18.00144049,42.0,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-3.5,367.8,1240,0,0,33,33,33,33,33,13943,1766,-8.2,0
17.26063943,41.70000076,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,1.2,367.7,1240,0,0,33,33,33,33,33,13943,1651,-0.3,0
16.70504085,40.40000153,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,4.8,367.6,1240,0,0,33,33,33,33,33,13943,1719,8.7,0
18.26071936,40.09999847,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,27.8,367.3,1240,0,0,33,33,33,33,33,13943,1805,48.6,0
18.26071936,40.09999847,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,26.3,367.0,1240,0,0,33,33,33,33,33,13943,1986,39.3,0
20.44607993,39.79999924,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,24.0,366.9,1240,0,0,33,33,33,33,33,13943,2077,-4.3,0
21.31652042,39.5,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-10.0,368.0,1240,0,0,33,33,33,33,33,13943,2017,-27.5,1
19.70528064,39.70000076,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-9.5,368.1,1240,0,0,33,33,33,33,33,13943,1881,-25.5,1
19.70528064,39.70000076,1,9.6,6.5,0,25.5,35.0,0,33,0,0,0,-8.5,368.1,1240,0,0,33,33,33,33,33,13943,1752,-26.5,1
18.16812078,39.79999924,1,9.8,6.5,0,25.0,35.0,0,33,0,0,0,-7.7,368.1,1240,0,0,33,33,33,33,33,13943,1612,-25.1,1
17.85328064,39.70000076,1,9.6,6.5,0,25.0,35.0,0,33,0,0,0,-5.9,368.1,1240,0,0,33,33,33,33,33,13943,1471,-26.4,1
15.98276021,39.29999924,1,9.6,6.5,0,25.0,35.0,0,33,0,0,0,-7.2,368.1,1240,0,0,33,33,33,33,33,13943,1331,-27.3,1
12.40839965,38.79999924,1,9.8,6.5,0,25.0,35.0,0,33,0,0,0,-2.5,368.0,1240,0,0,33,33,33,33,33,13943,1114,-18.7,1
12.40839965,38.79999924,1,9.6,6.5,0,25.0,35.0,0,33,0,0,0,-1.6,367.9,1240,0,0,33,33,33,33,33,13943,967,-17.9,1
13.35292007,38.5,1,9.8,6.5,0,25.0,35.0,0,33,0,0,0,2.9,367.8,1240,0,0,33,33,33,33,33,13943,803,2.0,1
12.26023979,38.90000153,1,9.8,6.5,0,25.0,35.0,0,33,0,0,0,3.3,367.7,1240,0,0,33,33,33,33,33,13943,632,6.1,1
7.815439611,39.40000153,1,9.8,6.5,0,25.0,35.0,0,33,0,0,0,7.4,367.6,1240,0,0,33,33,33,33,33,13943,524,27.6,0
7.815439611,39.40000153,1,10.0,6.5,0,25.0,35.0,0,33,0,0,0,5.2,367.7,1240,0,0,33,33,33,33,33,13943,364,19.7,0
5.630079929,40.40000153,1,10.0,6.5,0,25.0,35.0,0,33,0,0,0,5.5,367.6,1240,0,0,33,33,33,33,33,13943,173,43.0,0
12.85288011,42.20000076,1,10.0,6.5,0,25.5,35.0,0,33,0,0,0,-7.2,367.8,1220,0,0,33,33,33,33,33,13943,1204,-10.6,0
13.64923979,42.90000153,1,9.8,6.5,0,25.5,35.0,0,33,0,0,0,-0.8,367.8,1220,0,0,33,33,33,33,33,13943,702,-38.7,1
5.815280194,43.79999924,1,9.8,6.5,0,25.5,35.0,0,33,0,0,0,1.6,367.7,1220,0,0,33,33,33,33,33,13943,333,-27.3,1
5.815280194,43.79999924,1,9.8,6.5,0,25.0,35.0,0,33,0,0,0,3.1,367.6,1220,0,0,33,33,33,33,33,13943,83,0.5,1
4.444800177,46.79999924,1,10.0,7.5,0,25.0,35.0,0,33,0,0,0,4.9,367.6,1280,0,0,33,33,33,33,34,13943,441,12.1,1
4.426280194,47.09999847,1,10.0,7.5,0,25.0,35.0,0,33,0,0,0,6.1,367.6,1300,0,0,33,33,33,33,34,13943,327,27.6,1
2.240920071,47.5,1,10.0,7.5,0,25.0,35.0,0,33,0,0,0,6.0,367.6,1300,0,0,33,33,33,33,34,13943,249,35.1,1
2.240920071,47.5,1,10.0,7.5,0,25.0,35.0,0,33,0,0,0,6.8,367.6,1300,0,0,33,33,33,33,34,13943,204,45.8,1
1.611240009,47.70000076,1,10.2,7.5,0,25.0,35.0,0,33,0,0,0,7.1,367.6,1300,0,0,33,33,33,33,34,13943,210,48.7,0
2.685400088,47.70000076,1,10.2,7.5,0,25.5,35.0,0,33,0,0,0,7.7,367.6,1300,0,0,33,33,33,33,34,13943,265,78.2,0
2.148319938,47.90000153,1,10.2,7.5,0,25.5,35.0,0,33,0,0,0,11.1,367.5,1320,0,0,33,33,33,33,34,13943,336,35.0,0
2.778,48.09999847,1,10.2,7.5,0,25.5,35.0,0,33,0,0,0,6.6,367.5,1320,0,0,33,33,33,33,34,13943,326,34.5,0
3.166920071,48.29999924,1,10.2,7.5,0,25.5,35.0,0,33,0,0,0,6.8,367.6,1320,0,0,33,33,33,33,34,13943,341,33.0,0
3.370640097,48.40000153,1,10.2,7.5,0,25.5,35.0,0,33,0,0,0,6.9,367.5,1320,0,0,33,33,33,33,34,13943,345,32.3,0
3.833639876,48.59999847,1,10.0,7.0,0,25.5,35.0,0,33,0,0,0,6.9,367.6,1320,0,0,33,33,33,33,34,13943,346,32.9,0
3.778079929,48.90000153,1,10.0,7.0,0,25.5,35.0,0,33,0,0,0,6.4,367.6,1320,0,0,33,33,33,33,34,13943,343,23.0,1
3.778079929,48.90000153,1,10.2,7.5,0,25.5,35.0,0,33,0,0,0,5.8,367.6,1320,0,0,33,33,33,33,34,13943,174,13.0,1
1.759399978,49.09999847,1,10.4,7.0,0,25.5,35.0,0,33,0,0,0,5.4,367.6,1320,0,0,33,33,33,33,34,13943,-61,-62.0,1
2.685400088,49.29999924,1,10.4,7.0,0,25.5,35.0,0,33,0,0,0,6.7,367.5,1320,0,0,33,33,33,33,34,13943,-381,-23.7,1
2.370559947,49.59999847,1,10.4,7.0,0,25.5,35.0,0,33,0,0,0,6.3,367.6,1340,0,0,33,33,33,33,34,13943,-344,-26.1,1
2.203880106,49.59999847,1,10.4,7.0,0,25.5,35.0,0,33,0,0,0,6.3,367.6,1340,0,0,33,33,33,33,34,13943,-344,-26.1,1
2.203880106,49.59999847,1,10.2,7.0,0,25.5,35.0,0,33,0,0,0,6.3,367.6,1340,0,0,33,33,33,33,34,13943,5,-41.4,1
2.259440053,49.79999924,1,10.0,7.0,0,25.5,35.0,0,33,0,0,0,2.9,367.7,1340,0,0,33,33,33,33,34,13943,5,-41.4,1
1.814960035,145.1999969,1,10.8,17.5,0,31.5,34.0,0,34,0,0,0,23.6,367.3,1020,0,0,33,33,33,33,34,13943,714,119.2,0
1.814960035,145.1999969,1,11.0,17.5,0,31.5,34.0,0,34,0,0,0,44.2,366.7,1020,0,0,33,33,33,33,34,13943,1213,64.9,0
3.704,143.1000061,1,11.0,17.0,0,31.5,34.0,0,34,0,0,0,-0.7,367.8,1020,0,0,33,33,33,33,34,13943,1263,-34.0,0
5.407840141,139.3000031,1,11.2,17.0,0,31.5,34.0,0,34,0,0,0,-7.3,368.1,1020,0,0,33,33,33,33,34,13943,1137,-35.0,1
11.40831972,137.0,1,11.2,16.5,0,31.5,34.0,0,34,0,0,0,-5.1,368.1,1020,0,0,33,33,33,33,34,13943,875,-43.1,1
11.38980018,135.6999969,1,11.2,16.5,0,31.5,34.0,0,34,0,0,0,-1.4,368.0,1040,0,0,33,33,33,33,34,13943,693,-32.4,1
5.926400088,133.3000031,1,11.2,16.5,0,31.5,34.0,0,34,0,0,0,1.7,367.9,1040,0,0,33,33,33,33,34,13943,494,-18.4,1
3.704,132.3999939,1,11.4,16.5,0,31.5,34.0,0,34,0,0,0,1.7,367.9,1040,0,0,33,33,33,33,34,13943,523,-14.6,1
3.704,132.3999939,1,11.4,16.0,0,31.5,34.0,0,34,0,0,0,2.0,367.9,1040,0,0,33,33,33,33,34,13943,606,-11.5,1
4.500360124,131.5,1,11.4,15.5,0,31.5,34.0,0,34,0,0,0,0.0,367.9,1060,0,0,33,33,33,33,34,13943,665,-28.2,1
6.500519982,130.0,1,11.4,15.5,0,31.5,34.0,0,34,0,0,0,-0.4,368.0,1060,0,0,33,33,33,33,34,13943,642,-29.1,1
6.389400088,129.5,1,11.4,15.5,0,31.5,34.0,0,34,0,0,0,1.9,367.9,1060,0,0,33,33,33,33,34,13943,670,-2.3,1
6.389400088,129.5,1,11.4,15.5,0,31.5,34.0,0,34,0,0,0,10.3,367.7,1060,0,0,33,33,33,33,34,13943,862,59.4,0
6.963519982,128.1000061,1,11.4,15.0,0,31.0,34.0,0,34,0,0,0,3.4,367.7,1060,0,0,33,33,33,33,34,13943,979,0.0,0
6.463480018,125.9000015,1,11.4,15.0,0,31.0,34.0,0,34,0,0,0,3.1,367.8,1080,0,0,33,33,33,33,34,13943,567,1.3,1
3.426200044,119.5,1,11.4,14.5,0,31.0,34.0,0,34,0,0,0,4.8,367.7,1080,0,0,33,33,33,33,34,13943,157,10.1,1
6.482,107.3000031,1,11.4,13.5,0,30.5,34.0,0,34,0,0,0,23.2,367.2,1140,0,0,33,33,33,33,34,13943,1171,50.4,0
9.519279753,103.5999985,1,11.4,13.5,0,30.5,34.0,0,34,0,0,0,21.4,367.1,1140,0,0,33,33,33,33,34,13943,1347,44.7,0
9.519279753,103.5999985,1,11.0,13.5,0,30.5,34.0,0,34,0,0,0,-0.7,367.9,1140,0,0,33,33,33,33,34,13943,1412,-20.2,1
12.57507993,99.5,1,10.8,13.0,0,30.5,34.0,0,34,0,0,0,-3.8,368.0,1160,0,0,33,33,33,33,34,13943,1239,-17.3,1
10.29711989,94.69999695,1,10.8,13.0,0,30.5,34.0,0,34,0,0,0,0.0,367.9,1160,0,0,33,33,33,33,34,13943,988,-14.1,1
10.29711989,94.69999695,1,10.8,13.0,0,30.5,34.0,0,34,0,0,0,0.2,367.8,1160,0,0,33,33,33,33,34,13943,791,-15.1,1
6.352360124,89.5,1,11.0,13.0,0,30.5,34.0,0,34,0,0,0,1.2,367.8,1160,0,0,33,33,33,33,34,13943,581,-15.7,1
4.000320159,86.59999847,1,11.0,13.0,0,30.5,34.0,0,34,0,0,0,2.4,367.8,1180,0,0,33,33,33,33,34,13943,367,-17.0,1
4.000320159,86.59999847,1,11.0,13.0,0,30.5,34.0,0,34,0,0,0,3.4,367.7,1180,0,0,33,33,33,33,34,13943,158,-7.7,1
6.889440053,82.40000153,1,10.8,8.0,0,28.0,34.0,0,34,0,0,0,26.2,367.1,1200,0,0,33,33,33,33,34,13943,769,100.1,0
6.889440053,82.40000153,1,10.6,8.0,0,28.0,34.0,0,34,0,0,0,39.7,366.8,1200,0,0,33,33,33,33,34,13943,1115,112.1,0
9.667439611,82.40000153,1,10.6,8.0,0,28.0,34.0,0,34,0,0,0,43.7,366.5,1200,0,0,33,33,33,33,34,13943,1390,72.4,0
14.94563943,80.30000305,1,10.6,8.0,0,28.0,34.0,0,34,0,0,0,30.1,366.8,1200,0,0,33,33,33,33,34,13943,1533,55.4,0
14.94563943,80.30000305,1,10.6,8.0,0,28.0,34.0,0,34,0,0,0,29.5,366.9,1200,0,0,33,33,33,33,34,13943,1626,63.5,0
17.66807993,79.09999847,1,10.6,8.0,0,28.0,34.0,0,34,0,0,0,52.4,366.2,1200,0,0,33,33,33,33,34,13943,1794,86.6,0
17.66807993,79.09999847,1,10.4,8.0,0,28.0,34.0,0,34,0,0,0,52.4,366.2,1200,0,0,33,33,33,33,34,13943,1794,86.6,0
17.66807993,79.09999847,1,10.4,8.0,0,28.0,34.0,0,34,0,0,0,52.4,366.2,1200,0,0,33,33,33,33,34,13943,2383,102.8,0
23.83523979,78.19999695,1,10.4,8.0,0,28.0,34.0,0,34,0,0,0,52.4,366.2,1200,0,0,33,33,33,33,34,13943,2727,95.0,0
29.76163943,77.59999847,1,10.4,8.0,0,28.0,34.0,0,34,0,0,0,74.9,365.3,1220,0,0,33,33,33,33,34,13943,3060,79.2,0
29.76163943,77.59999847,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,74.9,365.3,1220,0,0,33,33,33,33,34,13943,3318,61.1,0
34.59536057,75.80000305,1,10.2,7.5,0,28.0,34.0,0,34,0,0,0,74.9,365.3,1220,0,0,33,33,33,33,34,13943,3470,33.3,0
36.13252042,75.30000305,1,10.2,7.5,0,28.0,34.0,0,34,0,0,0,74.9,365.3,1220,0,0,33,33,33,33,34,13943,3544,20.6,0
38.13268028,73.19999695,1,10.2,7.5,0,28.0,34.0,0,34,0,0,0,22.2,366.6,1220,0,0,33,33,33,33,34,13944,3605,16.6,0
38.13268028,73.19999695,1,10.2,7.5,0,28.0,34.0,0,34,0,0,0,22.2,366.6,1220,0,0,33,33,33,33,34,13944,3617,5.8,0
38.26231972,73.19999695,1,10.2,7.5,0,28.0,34.0,0,34,0,0,0,22.2,366.6,1240,0,0,33,33,33,33,34,13944,3597,3.7,0
38.33640141,72.90000153,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,6.9,367.1,1240,0,0,33,33,33,33,34,13944,3505,-7.2,0
36.39179929,73.19999695,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,6.9,367.1,1240,0,0,33,33,33,33,34,13944,3300,-31.5,0
36.39179929,73.19999695,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,6.9,367.1,1240,0,0,33,33,33,33,34,13944,3067,-31.8,1
34.16940141,72.09999847,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,-22.4,368.2,1240,0,0,33,33,33,33,34,13944,2732,-45.8,1
27.33552042,71.90000153,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,-28.9,368.4,1240,0,0,33,33,33,33,34,13944,2362,-38.8,1
27.33552042,71.90000153,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,-16.8,368.2,1240,0,0,33,33,33,33,34,13944,2003,-38.7,1
23.81671936,72.40000153,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,-13.6,368.1,1240,0,0,33,33,33,33,34,13944,1679,-39.5,1
17.90884014,72.40000153,1,10.4,7.5,0,28.0,34.0,0,34,0,0,0,-10.7,368.0,1240,0,0,33,33,33,33,34,13944,1348,-39.0,1
11.64907993,72.19999695,1,10.6,7.5,0,28.0,34.0,0,34,0,0,0,-6.9,368.0,1240,0,0,33,33,33,33,34,13944,1348,-39.0,1
9.093319717,72.0,1,10.6,7.5,0,28.0,34.0,0,34,0,0,0,-2.6,367.9,1240,0,0,33,33,33,33,34,13944,751,3.3,1
9.093319717,72.0,1,10.6,7.5,0,28.5,34.0,0,34,0,0,0,3.7,367.6,1240,0,0,33,33,33,33,34,13944,751,3.3,1
6.370880106,70.5,1,10.6,7.5,0,28.5,34.0,0,34,0,0,0,1.9,367.6,1240,0,0,33,33,33,33,34,13944,622,-0.5,1
6.370880106,70.5,1,10.8,7.5,0,28.5,34.0,0,34,0,0,0,2.9,367.6,1240,0,0,33,33,33,33,34,13944,390,-5.6,1
1.963119894,70.59999847,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,28.2,367.0,1300,0,0,33,33,33,33,34,13944,823,104.2,0
4.444800177,70.40000153,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,40.6,366.6,1300,0,0,33,33,33,33,34,13944,1175,106.1,0
4.444800177,70.40000153,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,47.9,366.3,1300,0,0,33,33,33,33,34,13944,1500,95.1,0
8.982199823,70.30000305,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,38.9,366.5,1300,0,0,33,33,33,33,34,13944,1725,68.9,0
13.61219982,70.30000305,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,36.2,366.6,1300,0,0,33,33,33,33,34,13944,1903,51.7,0
16.205,70.40000153,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,36.2,366.6,1300,0,0,33,33,33,33,34,13944,1903,51.7,0
20.00160035,70.40000153,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,38.1,366.4,1320,0,0,33,33,33,33,34,13944,2244,50.9,0
21.70544049,70.5,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,37.8,366.4,1320,0,0,33,33,33,33,34,13944,2333,49.8,0
23.31668028,70.5,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,31.2,366.5,1320,0,0,33,33,33,33,34,13944,2469,35.6,0
22.81663943,70.5,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,9.7,367.0,1320,0,0,33,33,33,33,34,13944,2521,16.1,0
24.20563943,70.5,1,10.2,7.0,0,27.0,34.0,0,34,0,0,0,21.8,367.1,1340,0,0,33,33,33,33,34,13944,2554,14.8,0
25.89095915,70.5,1,10.2,7.0,0,27.0,34.0,0,34,0,0,0,24.9,366.7,1340,0,0,33,33,33,33,34,13944,2625,26.1,0
26.83547958,70.5,1,10.2,7.0,0,26.5,34.0,0,34,0,0,0,48.2,366.1,1340,0,0,33,33,33,33,34,13944,2776,52.2,0
26.83547958,70.5,1,10.2,7.0,0,26.5,34.0,0,34,0,0,0,50.3,366.0,1340,0,0,33,33,33,33,34,13944,2967,53.3,0
32.0210817,70.5,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,47.7,366.1,1340,0,0,33,33,33,33,34,13944,3122,35.5,0
32.0210817,70.5,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,31.7,366.3,1340,0,0,33,33,33,33,34,13944,3210,20.9,0
32.72484014,70.40000153,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,16.6,366.7,1340,0,0,33,33,33,33,34,13944,3248,10.4,0
33.42859859,70.19999695,1,10.2,7.0,0,26.5,34.0,0,34,0,0,0,4.2,367.1,1340,0,0,33,33,33,33,34,13944,3186,-12.8,0
33.44711901,70.19999695,1,10.2,7.0,0,26.5,34.0,0,34,0,0,0,-16.2,367.7,1340,0,0,33,33,33,33,34,13944,3014,-31.2,0
32.61372113,70.19999695,1,10.2,7.0,0,26.5,34.0,0,34,0,0,0,-24.0,368.1,1340,0,0,33,33,33,33,34,13944,2801,-34.1,0
30.72468028,70.09999847,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,-31.8,368.3,1340,0,0,33,33,33,33,34,13944,2493,-49.8,1
27.94668028,70.09999847,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,-27.0,368.3,1340,0,0,33,33,33,33,34,13944,2103,-50.8,1
25.24276021,69.59999847,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,-24.4,368.3,1340,0,0,33,33,33,33,34,13944,1747,-52.5,1
20.20531972,69.59999847,1,10.4,7.0,0,26.5,34.0,0,34,0,0,0,-19.2,368.2,1340,0,0,33,33,33,33,34,13944,1254,-54.8,1
16.668,69.5,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,-8.1,367.9,1340,0,0,33,33,33,33,34,13944,797,-55.3,1
7.500600353,70.0,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,-1.6,367.8,1340,0,0,33,33,33,33,34,13944,342,-57.7,1
7.500600353,70.0,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,3.0,367.5,1340,0,0,33,33,33,33,34,13944,73,-8.1,1
2.796519982,70.0,1,10.6,7.0,0,27.5,34.0,0,34,0,0,0,17.1,367.1,1320,0,0,33,33,33,33,34,13944,349,70.6,0
2.796519982,70.0,1,10.6,7.0,0,27.5,34.0,0,34,0,0,0,28.2,366.9,1300,0,0,33,33,33,33,34,13944,657,81.5,0
5.148559947,70.0,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,38.7,366.5,1300,0,0,33,33,33,33,34,13944,1024,100.5,0
13.07511989,70.19999695,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,3.7,367.4,1300,0,0,33,33,33,33,34,13944,1300,24.3,0
13.72331972,70.30000305,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,8.6,367.3,1300,0,0,33,33,33,33,34,13944,1310,1.3,0
14.61227975,70.30000305,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,14.2,367.1,1300,0,0,33,33,33,33,34,13944,1365,27.9,0
14.61227975,70.30000305,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,2.3,367.4,1300,0,0,33,33,33,33,34,13944,1388,-0.4,0
13.427,70.19999695,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,-1.8,367.7,1300,0,0,33,33,33,33,34,13944,1344,-14.3,1
11.63056039,70.09999847,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,-7.0,367.9,1300,0,0,33,33,33,33,34,13944,1113,-35.9,1
11.63056039,70.09999847,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,-3.0,367.8,1300,0,0,33,33,33,33,34,13944,821,-26.8,1
9.204439611,70.09999847,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,2.9,367.6,1300,0,0,33,33,33,33,34,13944,736,3.2,0
7.204280194,69.80000305,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,8.7,367.4,1300,0,0,33,33,33,33,34,13944,682,19.1,0
6.759800177,70.59999847,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,4.1,367.5,1300,0,0,33,33,33,33,34,13944,551,6.5,1
5.500440053,70.80000305,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,5.4,367.4,1300,0,0,33,33,33,33,34,13944,558,10.7,1
5.389320159,71.0,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,4.5,367.4,1300,0,0,33,33,33,33,34,13944,528,8.5,1
3.722519982,71.19999695,1,10.4,7.0,0,27.0,34.0,0,34,0,0,0,4.6,367.4,1300,0,0,33,33,33,33,34,13944,301,15.8,1
3.722519982,71.19999695,1,10.6,7.0,0,27.0,34.0,0,34,0,0,0,4.3,367.4,1300,0,0,33,33,33,33,34,13944,58,33.9,1
1.666799956,71.90000153,1,10.4,7.5,0,27.5,34.0,0,34,0,0,0,16.8,366.9,1280,0,0,33,33,33,33,34,13944,978,25.9,0
1.666799956,71.90000153,1,10.4,7.5,0,27.5,34.0,0,34,0,0,0,10.5,367.2,1280,0,0,33,33,33,33,34,13944,978,25.9,0
8.000640318,71.09999847,1,10.4,7.5,0,27.5,34.0,0,34,0,0,0,8.0,367.3,1280,0,0,33,33,33,33,34,13944,977,15.6,0
7.574680283,71.09999847,1,10.2,7.5,0,27.5,34.0,0,34,0,0,0,3.6,367.4,1300,0,0,33,33,33,33,34,13944,874,-1.2,1
7.574680283,71.09999847,1,10.2,7.5,0,27.5,34.0,0,34,0,0,0,3.8,367.5,1280,0,0,33,33,33,33,34,13944,781,1.1,0
8.463640318,71.09999847,1,10.2,7.5,0,27.5,34.0,0,34,0,0,0,25.2,366.9,1300,0,0,33,33,33,33,34,13944,730,21.8,0
8.167319717,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,18.0,366.8,1300,0,0,33,33,33,33,34,13944,912,76.9,0
8.167319717,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,1.4,367.5,1300,0,0,33,33,33,33,34,13944,1047,-3.1,0
10.01931972,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,2.4,367.5,1300,0,0,33,33,33,33,34,13944,1010,-9.3,1
10.24156039,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,14.1,367.2,1300,0,0,33,33,33,33,34,13944,969,3.7,0
10.24156039,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,0.5,367.5,1300,0,0,33,33,33,33,34,13944,1036,13.7,0
10.11192007,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,2.3,367.5,1300,0,0,33,33,33,33,34,13944,1003,-5.6,0
10.186,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,10.3,367.3,1300,0,0,33,33,33,33,34,13944,979,14.2,0
9.000720247,71.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,9.6,367.3,1300,0,0,33,33,33,33,34,13944,1029,20.3,0
10.11192007,70.30000305,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,1.9,367.5,1300,0,0,33,33,33,33,34,13944,1030,-5.1,0
9.241479576,70.30000305,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,7.5,367.4,1300,0,0,33,33,33,33,34,13944,986,21.1,0
7.778399647,70.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,11.1,367.2,1300,0,0,33,33,33,33,34,13944,1033,24.2,0
9.019239788,70.19999695,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,7.1,367.3,1300,0,0,33,33,33,33,34,13944,1052,11.7,0
9.778560389,70.30000305,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,7.2,367.3,1300,0,0,33,33,33,33,34,13944,1052,11.0,0
10.88976021,70.30000305,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,12.5,367.2,1300,0,0,33,33,33,33,34,13944,1075,16.8,0
9.204439611,70.40000153,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,13.3,367.2,1300,0,0,33,33,33,33,34,13944,1141,27.1,0
13.37143961,70.30000305,1,10.0,7.5,0,27.5,34.0,0,34,0,0,0,17.1,367.1,1300,0,0,33,33,33,33,34,13944,1221,26.3,0
13.37143961,70.30000305,1,10.0,7.5,0,27.0,34.0,0,34,0,0,0,15.4,367.0,1300,0,0,33,33,33,33,34,13944,1282,31.4,0
13.44552042,70.30000305,1,10.0,7.5,0,27.0,34.0,0,34,0,0,0,13.5,367.1,1300,0,0,33,33,33,33,34,13944,1309,23.9,0
14.53819982,70.40000153,1,10.0,7.5,0,27.0,34.0,0,34,0,0,0,13.5,367.1,1300,0,0,33,33,33,33,34,13944,1338,25.7,0
14.53819982,70.40000153,1,10.0,7.5,0,27.0,34.0,0,34,0,0,0,13.0,367.0,1300,0,0,33,33,33,33,34,13944,1424,29.9,0
14.90860035,71.0,1,9.8,7.5,0,27.5,34.0,0,34,0,0,0,6.4,367.2,1300,0,0,33,33,33,33,34,13944,1469,5.7,0
15.01971936,71.09999847,1,9.8,7.5,0,27.5,34.0,0,34,0,0,0,0.2,367.5,1300,0,0,33,33,33,33,34,13944,1400,-8.7,0
